time,mode,lat,lon,alt,vx,vy,vz,roll,pitch,yaw,dlat,dlon,dalt,dvx,dvy,dyr
1920126,8,229956035,1202235118,-709,0,0,8,-1,1,255,0,0,0,0,0,0
1921326,8,229956046,1202235125,-653,0,0,6,-1,1,255,0,0,0,0,0,0
1922766,8,229956059,1202235134,-541,-1,-1,4,-1,1,255,0,0,0,0,0,0
1923838,8,229956069,1202235137,-487,0,-2,4,-1,1,255,0,0,0,0,0,0
1924838,8,229956082,1202235141,-434,0,-2,3,-1,1,255,0,0,0,0,0,0
1925855,8,229956089,1202235143,-397,0,-2,3,-1,1,255,0,0,0,0,0,0
1927310,8,229956095,1202235146,-386,-1,-1,4,-1,1,255,0,0,0,0,0,0
1928318,8,229956099,1202235149,-375,-2,0,4,-1,1,255,0,0,0,0,0,0
1929838,8,229956105,1202235152,-355,-2,0,4,-1,1,255,0,0,0,0,0,0
1930838,8,229956108,1202235156,-332,-2,0,4,-1,1,255,0,0,0,0,0,0
1931871,8,229956109,1202235154,-327,-2,-1,5,-1,1,255,0,0,0,0,0,0
1933054,4,229956111,1202235154,-280,-2,-1,4,-1,1,255,0,0,0,0,0,0
1934318,4,229956114,1202235152,-254,-1,-2,3,-1,1,255,0,0,0,0,0,0
1935342,4,229956117,1202235153,-250,0,-1,4,-1,1,255,229955690,1202230987,61,0,0,0
1936767,4,229956121,1202235153,-224,-1,0,4,-1,1,255,229955690,1202230987,61,0,0,0
1937775,4,229956123,1202235153,-217,-1,0,4,-1,1,255,229955690,1202230987,61,0,0,0
1939263,4,229956128,1202235151,-215,-1,0,5,-1,1,255,229955690,1202230987,61,0,0,0
1940831,4,229956136,1202235151,-195,0,0,5,-1,1,255,229955690,1202230987,61,0,0,0
1941839,4,229956147,1202235152,-196,1,0,6,-1,1,255,229955690,1202230987,61,0,0,0
1942895,4,229956150,1202235149,-184,0,-2,6,-1,1,255,229955690,1202230987,61,0,0,0
1944335,4,229956151,1202235146,-137,-1,-3,6,-1,1,255,229955690,1202230987,61,0,0,0
1945343,4,229956151,1202235131,76,-4,-6,1,-1,1,255,229955690,1202230987,61,0,0,0
1946494,4,229956152,1202235129,123,-3,-5,0,-1,1,255,229956150,1202235137,46,0,0,0
1947823,4,229956157,1202235125,83,-1,-3,2,-1,1,255,229955690,1202230987,61,0,0,0
1948831,4,229956161,1202235121,69,0,-2,3,-1,1,255,229955690,1202230987,61,0,0,0
1949839,4,229956164,1202235119,63,0,-1,4,-1,1,255,229955690,1202230987,61,0,0,0
1951344,4,229956166,1202235120,73,0,1,4,-1,1,255,229955690,1202230987,61,0,0,0
