time,mode,lat,lon,alt,vx,vy,vz,roll,pitch,yaw
2387297,STABILIZE,0,0,-142,-6,1,10,-19,7,8
2387771,STABILIZE,0,0,43,-6,1,10,-19,7,8
2388296,STABILIZE,0,0,65,-6,1,10,-19,7,8
2388771,STABILIZE,0,0,98,-6,1,10,-19,7,8
2389297,STABILIZE,0,0,-10,-6,1,10,-19,7,8
